storage_location,quantity,notes,reorder_quantity,item_type,associated_pricing_item_ids,expiry_date,item_name,location_id,low_stock_threshold,unit,cost_per_unit,supplier,item_condition,sku,status,id,created_date,updated_date,created_by_id,created_by,is_sample
"Closet (right side)","2","2 syringes per set","","Medication","","2026-08-31","Juvederm ULTRA PLUS","69593d53c98b3add2b7ee76f","10","sets","","","unopened","","active","69690956821941c4e589e12c","2026-01-15T15:35:50.580000","2026-01-15T15:35:50.580000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"Big Lab (Bldg 400)","2","","","Medication","","","Keflex","69593d53c98b3add2b7ee76f","10","bottles","","","unopened","","active","69690956821941c4e589e131","2026-01-15T15:35:50.580000","2026-01-15T15:35:50.580000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"Backstock","3","","","Medication","","","Semaglutide vials","69593d53c98b3add2b7ee76f","10","vials","","","unopened","","active","69690956821941c4e589e0e0","2026-01-15T15:35:50.579000","2026-01-19T04:38:11.094000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"Backstock","18","","","Medication","","","Testosterone vials 200mg","69593d53c98b3add2b7ee76f","10","vials","","","unopened","","active","69690956821941c4e589e0e1","2026-01-15T15:35:50.579000","2026-01-15T15:35:50.579000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"Backstock","2","","","Medication","","","Testosterone vials 50mg","69593d53c98b3add2b7ee76f","10","vials","","","unopened","","active","69690956821941c4e589e0e2","2026-01-15T15:35:50.579000","2026-01-15T15:35:50.579000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"Backstock","3","","","Medication","","","Estradiol vials","69593d53c98b3add2b7ee76f","10","vials","","","opened","","active","69690956821941c4e589e0e3","2026-01-15T15:35:50.579000","2026-01-15T15:35:50.579000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"Backstock","2","","","Medication","","","Tirzepatide vials","69593d53c98b3add2b7ee76f","10","vials","","","unopened","","active","69690956821941c4e589e0df","2026-01-15T15:35:50.579000","2026-01-15T15:35:50.579000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","1","","","Product","","","Dynamic Resurfacing Gel Mask","69594c64231f984301b14908","10","units","","ELEMIS","unopened","","active","6962f838e585932b2ddbb254","2026-01-11T01:09:12.740000","2026-01-11T01:09:12.740000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","4","","","Product","","","Dr. B's Bum Cream","69594c64231f984301b14908","10","tubes","","Various","unopened","","active","6962f838e585932b2ddbb25c","2026-01-11T01:09:12.740000","2026-01-11T01:09:12.740000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","Pro-Collagen Vitality Eye Cream","69594c64231f984301b14908","10","units","","ELEMIS","unopened","","active","6962f838e585932b2ddbb251","2026-01-11T01:09:12.740000","2026-01-11T01:09:12.740000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","Cartessa Accelerate Program","69594c64231f984301b14908","10","units","","Cartessa","unopened","","active","6962f838e585932b2ddbb25f","2026-01-11T01:09:12.740000","2026-01-11T01:09:12.740000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","4","","","Product","","","Dynamic Resurfacing Peel & Reset","69594c64231f984301b14908","10","units","","ELEMIS","unopened","","active","6962f838e585932b2ddbb252","2026-01-11T01:09:12.740000","2026-01-11T01:09:12.740000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","Hand & Body Lotion","69594c64231f984301b14908","10","units","","ELEMIS","unopened","","active","6962f838e585932b2ddbb256","2026-01-11T01:09:12.740000","2026-01-11T01:09:12.740000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","1","","","Product","","","Baby Feet Box","69594c64231f984301b14908","10","boxes","","Various","unopened","","active","6962f838e585932b2ddbb259","2026-01-11T01:09:12.740000","2026-01-11T01:09:12.740000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","2027-08-01","Nutrafol Men's 1-Month","69594c64231f984301b14908","10","units","","Nutrafol","unopened","","active","6962f838e585932b2ddbb24f","2026-01-11T01:09:12.740000","2026-01-11T01:09:12.740000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","Latisse","69594c64231f984301b14908","10","boxes","","Various","unopened","","active","6962f838e585932b2ddbb25d","2026-01-11T01:09:12.740000","2026-01-11T01:09:12.740000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","Nutrafol Men's Shampoo","69594c64231f984301b14908","10","units","","Nutrafol","unopened","","active","6962f838e585932b2ddbb250","2026-01-11T01:09:12.740000","2026-01-11T01:09:12.740000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","Pro-Collagen Skin Protection Fluid SPF 50","69594c64231f984301b14908","10","units","","ELEMIS","unopened","","active","6962f838e585932b2ddbb255","2026-01-11T01:09:12.740000","2026-01-11T01:09:12.740000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","Dynamic Resurfacing Super C-Serum","69594c64231f984301b14908","10","units","","ELEMIS","unopened","","active","6962f838e585932b2ddbb253","2026-01-11T01:09:12.740000","2026-01-11T01:09:12.740000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","Cartessa Gear Up Program","69594c64231f984301b14908","10","units","","Cartessa","unopened","","active","6962f838e585932b2ddbb25e","2026-01-11T01:09:12.740000","2026-01-11T01:09:12.740000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","5","","","Product","","","Quintessentials","69594c64231f984301b14908","10","units","","Various","unopened","","active","6962f838e585932b2ddbb258","2026-01-11T01:09:12.740000","2026-01-11T01:09:12.740000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","6","","","Product","","","Thyroid Support","69594c64231f984301b14908","10","bottles","","Various","unopened","","active","6962f838e585932b2ddbb25b","2026-01-11T01:09:12.740000","2026-01-11T01:09:12.740000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","Baby Feet Singles","69594c64231f984301b14908","10","units","","Various","unopened","","active","6962f838e585932b2ddbb25a","2026-01-11T01:09:12.740000","2026-01-11T01:09:12.740000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","1","","","Product","","","Pro-Collagen Cleansing Balm","69594c64231f984301b14908","10","units","","ELEMIS","unopened","","active","6962f838e585932b2ddbb257","2026-01-11T01:09:12.740000","2026-01-11T01:09:12.740000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","1","","","Product","","2026-12-01","Nutrafol Men's 3-Month","69594c64231f984301b14908","10","units","","Nutrafol","unopened","","active","6962f838e585932b2ddbb24e","2026-01-11T01:09:12.740000","2026-01-11T01:09:12.740000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","CE Ferulic","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb216","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","AGE Eye","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb201","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","Phyto Mask","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb20b","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","Body Tightening Concentrate","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb214","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","NOON Lift & Whitening","69594c64231f984301b14908","10","units","","NOON","unopened","","active","6962f838e585932b2ddbb226","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","1","","","Product","","","NOON Brush N Go Tone #1 All Skin","69594c64231f984301b14908","10","units","","NOON","unopened","","active","6962f838e585932b2ddbb223","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","Blemish & Age","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb207","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","LHA Toner","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb219","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","2027-02-01","Tretinoin Gel 0.05%","69594c64231f984301b14908","10","units","","OBAGI","unopened","","active","6962f838e585932b2ddbb1fb","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","NOON Brush N Go Tone #2 Oily/Problematic Skin","69594c64231f984301b14908","10","units","","NOON","unopened","","active","6962f838e585932b2ddbb222","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","Epidermal Repair 1.35 fl oz","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb217","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","Equalizing Toner","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb21a","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","4","","","Product","","","Physical Fusion UV Defense Sunscreen 1.7 fl oz","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb1fd","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","NOON Anti-Aging Kit","69594c64231f984301b14908","10","units","","NOON","unopened","","active","6962f838e585932b2ddbb227","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","4","","","Product","","","Cell Cycle Catalyst","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb204","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","Double Defense Kit","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb21f","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","Discoloration Defense","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb20f","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","4","","","Product","","","Daily Moisture","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb209","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","Triple Lipid","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb210","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","Simple Clean Face Wash","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb21e","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","5","","","Product","","","NOON Brightening Kit","69594c64231f984301b14908","10","units","","NOON","unopened","","active","6962f838e585932b2ddbb229","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","2026-09-01","Tretinoin 0.01%","69594c64231f984301b14908","10","units","","OBAGI","unopened","","active","6962f838e585932b2ddbb1fa","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","1","","","Product","","","Conditioning Toner","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb21b","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","HA Intensifier","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb208","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","Glycolic 10","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb212","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","7","","","Product","","","Lip Repair","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb211","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","6","","","Product","","","NOON Acno Complex","69594c64231f984301b14908","10","units","","NOON","unopened","","active","6962f838e585932b2ddbb225","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","1","","","Product","","","Clarifying Clay Mask","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb205","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","1","","","Product","","","SunShield Cool","69594c64231f984301b14908","10","units","","OBAGI","unopened","","active","6962f838e585932b2ddbb1f8","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","4","","","Product","","","Phyto Mist","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb20e","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","4","","","Product","","","NOON Acne Kit","69594c64231f984301b14908","10","units","","NOON","unopened","","active","6962f838e585932b2ddbb228","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","Face Cream","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb213","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","Phyto+","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb20d","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","1","","","Product","","","Physical Fusion UV Defense Sunscreen 4.2 fl oz","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb1fc","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","1","","","Product","","","Radiance Set","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb220","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","Advanced RGN","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb20a","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","4","","","Product","","","Daily Brightening UV Defense Sunscreen","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb1ff","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","5","","","Product","","","AGE Interrupter Serum","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb200","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","Hydrating B Gel","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb206","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","Soothing Foam Cleanser","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb21c","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","4","","","Product","","","NOON HydroCalming & Vit Complex","69594c64231f984301b14908","10","units","","NOON","unopened","","active","6962f838e585932b2ddbb224","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","1","","","Product","","","HydraBalm","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb215","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","1","","","Product","","","Physical Matte UV Defense Sunscreen","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb1fe","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","5","","","Product","","","Phyto Corrective Gel","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb20c","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","1","","","Product","","","Replenishing Cleanser","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb21d","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","1","","","Product","","","SunShield Warm","69594c64231f984301b14908","10","units","","OBAGI","unopened","","active","6962f838e585932b2ddbb1f9","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","4","","","Product","","","Phyto A+ Brightening","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb202","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","4","","","Product","","","NOON Brush N Go Tone #1 Oily/Problematic Skin","69594c64231f984301b14908","10","units","","NOON","unopened","","active","6962f838e585932b2ddbb221","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","Epidermal Repair 8 fl oz","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb218","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","Resveratrol BE","69594c64231f984301b14908","10","units","","SkinCeuticals","unopened","","active","6962f838e585932b2ddbb203","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","NOON Retinol 0.3%","69594c64231f984301b14908","10","units","","NOON","unopened","","active","6962f838e585932b2ddbb23c","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","1","","","Product","","","NOON Reform Eye Cream","69594c64231f984301b14908","10","units","","NOON","unopened","","active","6962f838e585932b2ddbb22b","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","1","","","Product","","","NOON Retinol 1.6%","69594c64231f984301b14908","10","units","","NOON","unopened","","active","6962f838e585932b2ddbb23e","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","2026-04-01","Nutrafol Skin 1-Month","69594c64231f984301b14908","10","units","","Nutrafol","unopened","","active","6962f838e585932b2ddbb245","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","4","","","Product","","2026-02-01","Nutrafol Stress 3-Month","69594c64231f984301b14908","10","units","","Nutrafol","unopened","","active","6962f838e585932b2ddbb249","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","1","","","Product","","","NOON In Depth Filler Cream","69594c64231f984301b14908","10","units","","NOON","unopened","","active","6962f838e585932b2ddbb22c","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","NOON Experience Kit","69594c64231f984301b14908","10","units","","NOON","unopened","","active","6962f838e585932b2ddbb22a","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","6","","","Product","","","NOON Vit C Serum","69594c64231f984301b14908","10","units","","NOON","unopened","","active","6962f838e585932b2ddbb23a","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","1","","","Product","","2026-06-01","Nutrafol Women's Balance 3-Month","69594c64231f984301b14908","10","units","","Nutrafol","unopened","","active","6962f838e585932b2ddbb241","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","2026-03-01","Nutrafol Women's Balance 1-Month","69594c64231f984301b14908","10","units","","Nutrafol","unopened","","active","6962f838e585932b2ddbb243","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","NOON BenzoAzelin Forte","69594c64231f984301b14908","10","units","","NOON","unopened","","active","6962f838e585932b2ddbb234","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","1","","","Product","","2026-10-01","Nutrafol Women's Vegan 3-Month","69594c64231f984301b14908","10","units","","Nutrafol","unopened","","active","6962f838e585932b2ddbb23f","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","1","","","Product","","","NOON Retinol 1%","69594c64231f984301b14908","10","units","","NOON","unopened","","active","6962f838e585932b2ddbb23d","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","Nutrafol (W) Conditioner","69594c64231f984301b14908","10","units","","Nutrafol","unopened","","active","6962f838e585932b2ddbb24d","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","4","","","Product","","","NOON C-Cleanser","69594c64231f984301b14908","10","units","","NOON","unopened","","active","6962f838e585932b2ddbb232","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","2026-04-01","Nutrafol Skin 3-Month","69594c64231f984301b14908","10","units","","Nutrafol","unopened","","active","6962f838e585932b2ddbb244","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","NOON Cosmo Clear","69594c64231f984301b14908","10","units","","NOON","unopened","","active","6962f838e585932b2ddbb230","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","5","","","Product","","","NOON Micro-Soft","69594c64231f984301b14908","10","units","","NOON","unopened","","active","6962f838e585932b2ddbb231","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","2027-01-01","Nutrafol Women's Vegan 1-Month","69594c64231f984301b14908","10","units","","Nutrafol","unopened","","active","6962f838e585932b2ddbb240","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","6","","","Product","","","NOON Double Fight","69594c64231f984301b14908","10","units","","NOON","unopened","","active","6962f838e585932b2ddbb239","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","4","","","Product","","","NOON Therapeutic Hydrogel","69594c64231f984301b14908","10","units","","NOON","unopened","","active","6962f838e585932b2ddbb233","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","1","","","Product","","","NOON Acne Solution","69594c64231f984301b14908","10","units","","NOON","unopened","","active","6962f838e585932b2ddbb235","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","NOON Lacto-10","69594c64231f984301b14908","10","units","","NOON","unopened","","active","6962f838e585932b2ddbb236","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","2026-08-01","Nutrafol DHT 1-Month","69594c64231f984301b14908","10","units","","Nutrafol","unopened","","active","6962f838e585932b2ddbb248","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","Nutrafol (W) Shampoo","69594c64231f984301b14908","10","units","","Nutrafol","unopened","","active","6962f838e585932b2ddbb24c","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","6","","","Product","","","NOON Halo-Ronic Serum","69594c64231f984301b14908","10","units","","NOON","unopened","","active","6962f838e585932b2ddbb22f","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","4","","","Product","","2026-02-01","Nutrafol Stress 1-Month","69594c64231f984301b14908","10","units","","Nutrafol","unopened","","active","6962f838e585932b2ddbb24a","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","3","","","Product","","","NOON Restart Serum","69594c64231f984301b14908","10","units","","NOON","unopened","","active","6962f838e585932b2ddbb22e","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","1","","","Product","","","NOON Lacto-15","69594c64231f984301b14908","10","units","","NOON","unopened","","active","6962f838e585932b2ddbb237","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","2","","","Product","","","Nutrafol (W) Hair Serum","69594c64231f984301b14908","10","units","","Nutrafol","unopened","","active","6962f838e585932b2ddbb24b","2026-01-11T01:09:12.739000","2026-01-11T01:09:12.739000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
